"GRID_NO","LATITUDE","LONGITUDE","ALTITUDE","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
64046,40.65119,-8.72655,4,1065.77,1086.49,1151.69,1092.01,1038.49,1062.96,1101.53,1015.3,1032.21,1017.25,1159.9,1071.83,1081.03,967.54,950.89,950.62,1030.58,979.84,962.98,945.75,947.92,958.55,999.41,942.32,1005.22,1002.17,1090.78,1029.55,1012.27,968.22,999.85,1050.13,1063.55,1009.75,1029.26,956.81,1009.03,1003.55,988.44
61048,40.1503,-8.09877,244,954.34,1001.65,1049.1,1048.05,994.11,996.28,1056.86,973.21,1019.12,973.14,1125.13,1112.84,1125.64,1044.59,972.31,1017.49,1112.92,1088.92,1046.87,1088.13,1119.91,1101.62,1116.81,1004.48,1067.5,1003.05,1099.57,1127.63,1086.28,1055.01,1114.43,1107.69,1123.32,1073.71,1047.25,948.88,1052.13,1063.38,1177.64
62045,40.18218,-8.87825,24,1045.8,1094.94,1128.59,1112.2,1045.72,1049.77,1089.3,1038.85,1067.76,1039.51,1135.18,1112.13,1122.36,964.51,1022.83,1046.84,1127.85,1001.75,989.28,980.05,993.46,996.9,1013.85,930.79,1002.43,981.5,1063.1,973.92,957.67,941.09,968.14,1018.94,1031.48,975.34,991.16,950.47,988.05,987.14,1044.96
62050,40.47531,-7.58773,440,984.62,991.24,1072.26,1013.96,976.25,978.11,1023.22,999.9,981.69,952.06,1076.66,1094.04,1056.09,1018.53,970.75,1094.22,1104.61,1046.77,1022.95,1085.89,1085.43,1058.18,1151.92,1064.8,1147.73,1127.8,1267.01,1182.67,1155.97,1049.96,1135.76,980.15,1248.87,1142.3,1248.95,1098.35,1234.64,1170.25,1363.48
57047,39.21998,-8.13213,151,1193.17,1255.35,1268.49,1236.38,1210.86,1172.41,1211.13,1211.74,1210.17,1175.08,1254,1230.22,1296.35,1215.46,1209.53,1235.72,1403.13,1222.67,1192.26,1166.49,1185.99,1191.64,1256.83,1240.74,1282.6,1296.89,1358.76,1277.85,1257.35,1239.1,1337.66,1325.86,1362.91,1364.88,1309.3,1214.3,1368.74,1335.72,1443.1
54044,38.40065,-8.72622,8,1117.14,1195.57,1186.45,1196.68,1099.48,1146.45,1124.42,1139.28,1155.31,1128.13,1124.21,1160.23,1262.54,1136.27,1169.73,1219.04,1310.46,1172.16,1093.64,1096.42,1088.99,1158.62,1152.85,1164.26,1221.7,1231.06,1325.94,1229.39,1244.18,1217.29,1283.67,1245.22,1262,1235.59,1222.49,1182.79,1279.44,1230.48,1308.18
55043,38.56054,-9.09596,40,1117.14,1195.57,1186.45,1196,1099.79,1144.92,1124.42,1139.28,1155.01,1128.13,1124.21,1160.3,1262.12,1210.85,1125.75,1243.29,1312.65,1172.16,1093.64,1096.42,1088.03,1169.38,1225.71,1234.75,1305.7,1301.71,1365.12,1242.67,1302.14,1286.32,1340.02,1289.9,1317.85,1286.5,1270.38,1145.36,1261.6,1272.17,1369.38
51044,37.74122,-8.60005,133,1247.17,1330.02,1349.72,1313.28,1256.28,1248.15,1285.39,1273.77,1254.91,1256.91,1268.09,1249.9,1328.87,1261.33,1197.86,1289.07,1336.73,1178.73,1090.59,1074.2,1085.69,1130.58,1088.94,1073.03,1124.25,1181.78,1281.84,1200.15,1188.36,1166.07,1232.62,1221.81,1264.86,1233.41,1215.35,1180.74,1296.28,1176.65,1229.74
53045,38.23461,-8.44554,50,1217.73,1290.28,1296.49,1270.97,1208.68,1220.12,1242.2,1230.29,1221.07,1201.01,1244.95,1217.31,1300.56,1223.25,1235.55,1339.85,1402.26,1210.8,1138.12,1130.46,1160.7,1184.04,1215.4,1211.95,1281.49,1278.11,1357.64,1250.07,1245.87,1229.08,1321.1,1283.15,1301.02,1301.63,1284.66,1241.47,1342.11,1292.53,1396.28
50046,37.62934,-7.98829,219,1353.22,1451.01,1540.42,1414.54,1384.87,1306.58,1419.45,1398.98,1356.85,1338.28,1398.43,1387.92,1430.38,1484.63,1316.6,1442.98,1559.6,1258.72,1157.64,1149.86,1180.51,1232.64,1333.09,1302.44,1366.57,1354.51,1448.39,1324.02,1276.89,1278.07,1452.55,1383.54,1399.71,1443.75,1415.68,1363.36,1464.94,1391.82,1589.22
50048,37.73373,-7.43585,200,1355.54,1473.86,1466.86,1347.24,1321.12,1347.35,1423.8,1396.35,1360.82,1334.05,1386.97,1381.37,1402.11,1471.96,1330.54,1465.57,1544.95,1288.55,1262.95,1277.44,1281.53,1283.34,1345.79,1323.11,1389.22,1368.99,1447.69,1325.07,1313.68,1313.15,1403.21,1336.41,1362.84,1414.2,1366.4,1322.39,1460,1390.48,1555.65
53047,38.34181,-7.88889,203,1309.44,1391.91,1458.98,1350.32,1315.22,1262.71,1352.04,1332.95,1303.24,1254.84,1362.81,1338.85,1388.18,1447.42,1309.77,1441.63,1560.08,1255.39,1172.43,1186.14,1198.01,1254.33,1355.71,1330.98,1377.31,1393.27,1468.63,1351.75,1317.03,1304.8,1414.85,1376.34,1388.39,1424.43,1401.49,1349.56,1457.85,1395.96,1541.31
55047,38.78113,-8.00938,271,1265.69,1333.1,1376.92,1285.88,1245.45,1218.74,1289.38,1267.35,1249.78,1172.32,1326.73,1287.94,1345.95,1410.65,1245.92,1337.86,1462.75,1237.29,1192.46,1205.38,1227.94,1232.7,1371.6,1360.42,1389.21,1439.28,1511.5,1416.56,1383.3,1356.76,1435.97,1393.25,1399.53,1416.95,1378.18,1329.51,1444.24,1373.38,1505.22
54050,38.71685,-7.10852,218,1188.75,1247.42,1251.33,1233.16,1300.37,1195.41,1266.09,1274.36,1243.45,1264.93,1351.83,1343.76,1372.84,1377.24,1284.76,1357.26,1523.04,1284.87,1300.23,1316.69,1371.95,1334.91,1365.56,1362.64,1376.52,1366.38,1422.72,1389.34,1347.34,1335.62,1424.89,1334.24,1356.25,1378.29,1330.42,1280.01,1377.79,1326.59,1445.38
55048,38.83392,-7.72879,279,1265.53,1333.22,1377.09,1286.01,1245.1,1218.74,1289.3,1266.89,1249.78,1171.57,1326.63,1288.69,1345.95,1410.65,1267.41,1379.31,1488.19,1236.54,1202.24,1168.53,1188.16,1244.03,1325.21,1294.16,1343.64,1365.2,1454.09,1395.38,1313.69,1317.88,1433.54,1378.68,1394.83,1417.82,1388.03,1315.36,1402.5,1344.02,1513.89
56050,39.15714,-7.22498,306,1212.34,1267.92,1316.58,1255.83,1250.89,1218.1,1294.73,1282.36,1277.43,1209.32,1350.03,1307.99,1356.7,1365.42,1227.16,1321.02,1448.83,1234.9,1257.79,1202.2,1239.17,1254.03,1322.21,1314.88,1321.77,1351.96,1430.72,1353.68,1306.03,1314.93,1370.75,1316.49,1339.89,1388.55,1317.4,1269.55,1350.64,1306.98,1438.62
64050,40.9138,-7.71331,749,1070.32,1070.47,1111.2,1086.16,1011.09,1026.22,1089.51,1070.13,1073.52,1009.82,1135.38,1136.32,1156.16,1163.97,1041.08,1140.46,1184.23,1014.33,941.64,995.67,997.19,1027.92,1051.59,1017.69,1059.19,1053.29,1152.2,1101.11,1068.82,1029.65,1190.11,1124.78,1139.05,1128.77,1134.87,1015.63,1094.8,1096.84,1232.56
48042,37.05959,-8.91672,45,1269.97,1342.22,1322.82,1329.48,1282.65,1291.69,1312.42,1282.91,1255.71,1301.89,1280.83,1201.45,1293.18,1044.76,1104.77,1126.33,1140.72,1093.97,1031.22,982.04,1036.21,1053.85,1167.41,1147.82,1231.92,1286.78,1307.18,1282.88,1256.25,1250.05,1281.74,1221.61,1248.17,1193.95,1029.89,1129.99,1237.81,1154.54,1292.75
48047,37.24609,-7.60206,63,1313.53,1419.73,1354.29,1304.18,1272.04,1341.38,1365.2,1323.38,1301.04,1328.1,1307.19,1254.96,1305.46,1382.87,1299.94,1403.22,1424.52,1261.12,1246.21,1249.4,1232.39,1227.83,1218.54,1200.19,1277.74,1288.94,1347.35,1307.28,1345.86,1352.56,1359.04,1283.54,1324.39,1370.14,1298.14,1322.44,1407.91,1354.69,1414.85
49045,37.35614,-8.20453,196,1312.53,1396.4,1432.16,1372.07,1333.96,1299.19,1361.81,1342.1,1306.63,1322.91,1340.45,1294.22,1361.86,1278.65,1222.72,1310.24,1343.47,1188.53,1151.53,1150.95,1154.85,1189.57,1230.38,1203.46,1276.48,1331.69,1362.92,1297.69,1297.05,1295.82,1364.85,1331.36,1357.45,1375.55,1283.49,1289.5,1369.44,1313.71,1434.3
59043,39.36849,-9.29466,30,1036.19,1099.38,1118.03,1123.18,1046.67,1071.09,1090.6,1056.33,1087.23,1050.57,1124.14,1136.76,1193.93,891.88,1137.57,1132.17,1214.72,1161.5,1093.17,1096.42,1090,1047.78,1160.76,1154.96,1220.47,1223.19,1290.93,1193.28,1202.91,1194.15,1247.99,1267.36,1006.36,1064.44,1290.06,1023.9,1015.68,1271.29,1368.92
63046,40.47278,-8.72827,19,1010.28,1044.2,1099.34,1070.64,1016.28,1029.06,1079.16,994.3,1025.74,995.24,1140.33,1092.25,1102.69,967.81,964.38,973.27,1053.13,981.79,975.37,970.1,965.72,968.03,1011.52,924.95,993.23,980.95,1063.03,975.47,953.96,940.19,968,1019.49,1031.48,975.34,988.59,949.78,988.43,987.15,1044.96
58049,39.54522,-7.6276,299,1120.71,1176.7,1216.81,1179.18,1208.71,1186.81,1252.24,1211.27,1231.83,1136.99,1272.18,1239.1,1275.33,1355.14,1155.35,1209.89,1327.17,1154.16,1124.89,1088.6,1102.49,1183.17,1255.34,1216.68,1274.6,1295.38,1377.38,1326.51,1279.65,1328.87,1418.4,1345.72,1363.84,1377.95,1338,1246.02,1338.44,1319.2,1467.76
59049,39.76476,-7.68866,226,1071.42,1124.51,1152.22,1141.18,1136.61,1094.98,1159.87,1122.67,1129.11,1115.38,1223.38,1221.12,1245.28,1344.36,1159.65,1186.06,1316.4,1139.36,1122.39,1088.6,1102.28,1183.17,1255.01,1216.66,1274.34,1295.38,1377.38,1319.8,1252.16,1292.92,1353.32,1330.8,1363.3,1377.95,1341.61,1246.02,1302.98,1287.41,1433.11
61051,40.30744,-7.23876,496,1103.14,1128.4,1172.23,1138.08,1104.45,1107.71,1165.05,1161.07,1166.97,1110.47,1223.94,1193.44,1231.47,1240.66,1107.32,1185.07,1265.63,1129.56,1124.11,1085.01,1100.15,1149.88,1251,1215.49,1271.9,1295.33,1377.38,1305.71,1227.07,1248.24,1325.74,1279.84,1324.05,1329.4,1295.33,1231.27,1294.95,1258.51,1388.33
62052,40.57797,-7.01134,716,1015.31,1005.24,1054.27,1074.61,985.37,984.1,1077.59,1084.1,1052.56,982.68,1082.17,1111.74,1092.93,1081.48,991.07,1168.95,1162.5,1028.64,1009.81,981.38,992.75,995.04,1026.87,1022.39,1049.1,1039.4,1125.23,1110.7,1025.88,1026.86,1242.88,1176.24,1182.04,1146.17,1042.74,1017.81,1170.39,1166.69,1321.32
54043,38.44315,-9.10193,196,1117.14,1195.57,1186.37,1196.57,1099.6,1145.26,1124.71,1139.28,1154.26,1128.13,1124.21,1160.3,1261.77,1210.44,1125.36,1244.73,1312.65,1172.16,1093.64,1096.42,1089.04,1158.87,1189.03,1168.39,1241.39,1285.23,1346.17,1218.1,1274.04,1248.87,1321.25,1278.3,1322.03,1278.46,1266.83,1150.71,1269.38,1246.21,1308.76
50045,37.57594,-8.26396,242,1353.22,1451.01,1540.42,1414.54,1384.87,1306.58,1418.17,1398.98,1356.85,1338.28,1398.43,1387.92,1430.38,1484.63,1316.55,1442.9,1559.6,1258.52,1153.06,1148.54,1158.74,1204.6,1226.76,1199.62,1276.67,1332.08,1396.52,1310.11,1270.22,1270.05,1395.65,1329.63,1348.58,1360.49,1288.73,1292.23,1376.47,1292.9,1476.15
52043,37.94411,-8.82499,33,1194.3,1269.43,1254.96,1262.64,1191.9,1219.92,1220.31,1212.37,1204.83,1218.33,1203.66,1181.09,1277.92,1113.2,1145.25,1188.28,1227.94,1133.11,1062.75,1039.24,1062.12,1121.03,1089.18,1073.7,1123.8,1182.11,1281.84,1200.08,1188.37,1167.12,1233.13,1221.81,1264.9,1234.18,1214.15,1172.72,1268.65,1167.97,1228.68
51049,38.00519,-7.21578,200,1342.03,1411.54,1471.21,1372.38,1370.04,1304.94,1406.92,1402.01,1366.45,1312.23,1399.49,1386.6,1424.18,1431.82,1332.13,1443.28,1547.56,1291.25,1294.76,1302.43,1330.53,1338.84,1383.8,1354.3,1407.06,1395.05,1476.91,1354.06,1328.57,1352.79,1456.34,1410.09,1430.68,1470.05,1411.48,1381.77,1472.43,1436.42,1552.78
52046,38.06897,-8.10715,123,1353.22,1451.01,1540.42,1414.54,1384.87,1306.58,1416.13,1398.98,1356.85,1338.28,1398.43,1387.92,1430.38,1484.28,1316.62,1443.11,1560.72,1255.92,1175,1187.79,1198.82,1225.46,1263.47,1244.95,1292.72,1300.57,1394.03,1282.68,1247.21,1241.13,1379.56,1329.63,1354.56,1373.69,1347.32,1304.05,1441.14,1387.35,1470.99
55046,38.72753,-8.28958,176,1244.94,1326.03,1366.72,1297.88,1241.97,1213.17,1266.42,1255.85,1249.21,1203,1276.27,1259.06,1325.02,1368.42,1225.93,1284.61,1465.96,1236.13,1192.85,1205.86,1227.12,1222.75,1292.56,1259.08,1323.55,1381.52,1436.94,1323.79,1311.23,1290.21,1398.11,1352.02,1365.75,1372.06,1330.21,1250.03,1347.61,1325.85,1478.49
56046,38.9468,-8.35152,62,1191.22,1264.22,1280.88,1239.48,1174.65,1176.47,1203.33,1197.9,1204.39,1149.81,1224.77,1217.45,1292.34,1161.83,1200.44,1248.7,1415.46,1225.55,1196.86,1205.8,1224.09,1223.73,1277.07,1270.94,1324.92,1341.86,1411.08,1313.4,1317.74,1298.74,1364.91,1320.52,1324.99,1314.69,1277.59,1178.91,1305.75,1299.53,1435.69
54047,38.56153,-7.94886,233,1265.69,1332.91,1376.92,1285.87,1245.45,1218.74,1289.38,1267.35,1249.78,1172.32,1327.08,1289.53,1345.99,1410.65,1271.91,1429.85,1486.13,1241.34,1191.3,1207.41,1230.42,1253.27,1378.76,1361.02,1387.95,1439.28,1512.39,1416.37,1383.37,1356.76,1436.7,1393.46,1398.31,1418.79,1364.66,1307.59,1445.17,1373.62,1505.54
39012,33.06681,-16.34341,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.01,1065.38,1135.09,1228.78,1299.74,1185.28,1248.26,127.53,0,0,0,0,0,0,0,0,0,0,0,0,0
68048,41.68079,-8.55779,63,899.93,897.57,914.88,893.81,858.49,887.82,897.25,858.96,916.64,909.08,944.84,946.06,929.69,950.3,921.33,892.28,970.03,897.08,916.35,906.68,901.9,898.28,947.46,939.95,961.31,997.25,1062.74,1021.53,911.65,717.03,725.99,1041.99,989.26,962.43,999.1,854.78,933.86,813.27,924.95
68049,41.73555,-8.26502,218,938.11,945.16,934.52,928.82,859.05,911.88,958.65,886.63,962.59,902.17,1038.85,1028.02,996.36,915.21,889.14,902.05,975.28,906.06,899.44,884.55,894.71,889,951.3,929.63,961.15,984.67,1052.58,1050.3,1012.84,945.33,989.1,1050.85,1051.63,912.88,967.57,892.13,984.22,976.34,1001.48
66048,41.24409,-8.42349,128,999.33,1018.35,1019.36,994.31,941.33,971.79,1022.3,932.42,974.52,939.22,1056.23,1032.01,1023.62,957.01,906.42,881.39,955.94,894.88,889.57,863.12,898.89,948.3,1026.99,994.75,1037.18,1069.5,1178,1151.33,1142.31,1056.68,1063.62,1115.08,1131.31,1078.88,1110.19,969.77,1050.16,1038.65,1064.83
65048,41.02557,-8.3573,134,973.54,994.81,1038.54,1014.46,963.64,981.58,1012.71,954.63,988.04,949.1,1088.38,1052.25,1044.94,969.24,933.66,928.14,991.49,898.12,889.78,863.59,899.6,948.3,1035.06,936.92,991.27,1004.13,1101.56,1052.9,1042.41,982.72,997.31,1051.7,1055.01,995.23,1021.67,934.19,991.62,971.98,1041.63
66047,41.20738,-8.63534,49,982.66,991.97,1032.61,992.88,948.5,975.49,999.47,937.17,974.49,963.28,1052.36,1008.91,1006.13,956.96,906.58,882.08,956.05,894.88,889.4,863.25,898.49,948.3,1027.47,994.75,1037.12,1069.5,1178,1151.33,1142.6,1056.65,1063.62,1114.52,1130.62,1078.88,1110.35,970.35,1050.16,1037.75,997.47
67052,41.67549,-7.32038,797,993.49,975.36,993.07,992.09,902.04,942.33,988.62,980.51,972.94,911.67,1015.99,1043.4,1043.78,1053.35,945.76,1064.34,1091.26,954.13,871.58,901.95,902.98,960.68,995.23,984.29,1002.99,1005.45,1096.02,1097.39,1066.82,1025.64,1144.52,1082.96,1088.97,1088.75,1042.27,993.57,1040.85,1046.97,1164.53
68052,41.89466,-7.38399,443,932.79,927.67,916.4,951.01,843.15,889.91,919.59,924.09,970.62,912.21,997.47,1025.29,988.53,1023,927.07,948.83,996.41,906.37,849.53,914.57,911.61,927.39,981.03,966.77,947.18,990.89,1061.17,1055.52,1010.05,983.46,1059.47,1006.06,1015.84,1005.28,1027.99,993.98,1033.53,991.38,1077.23
64051,40.96597,-7.42345,646,1008.17,995.15,1019.81,1022.54,933.16,955.23,1017.01,1025.82,1006.99,938.03,1038.43,1078.94,1071.62,1057.52,984.87,1166.28,1142.04,981.01,891.44,971.87,978.03,967.05,966.3,967.73,981.56,988.88,1050.12,1061.87,1022.15,991.82,1150.48,1095.28,1104.69,1039.17,1023.81,943.13,1072.26,1063.63,1181.75
66053,41.50709,-6.96476,591,1027.14,1011.57,1041.53,1036.1,948.42,979.57,1033.38,998.24,1003.73,944.83,1055,1074.99,1067.36,1059.05,961.76,1064.79,1088.87,954.08,871.32,904.25,904.85,973.25,1015.7,1019.56,1014.26,1034.12,1130.4,1086.31,984.07,973.08,1087.29,1052.49,1068.8,1044.78,1041.22,1008.03,1075.01,1032.05,1139.47
47046,37.03539,-7.85014,5,1271.25,1343.23,1321.35,1328.29,1284.86,1291.69,1312.89,1282.93,1256.44,1300.19,1284.41,1200.79,1295.19,1306.03,1247.12,1347.22,1331.99,1201.94,1147.09,1143.22,1128.81,1221.19,1256.16,1227.46,1338.52,1370.1,1358.32,1319.03,1384.51,1387.03,1418.32,1413.58,1448.2,1504.92,1428.65,1421.58,1405.8,1386.24,1458.39
49044,37.30215,-8.47904,95,1252.27,1350.55,1299.58,1272.1,1221.68,1295.36,1302.38,1293.46,1265.7,1288.7,1285.4,1227.25,1293.03,1175.21,1173.57,1238.7,1236.52,1146.97,1089.09,1064.19,1084.19,1134.4,1170.83,1149.59,1231.23,1279.72,1315.84,1267.16,1276.01,1268.09,1310.9,1285.74,1320.12,1309.12,1223.36,1245.18,1318.94,1247.66,1327.97
50044,37.52175,-8.53927,123,1247.17,1330.02,1348.87,1313.89,1256.5,1249.11,1287.13,1273.6,1256.82,1257.02,1270.05,1249.76,1328.84,1186.82,1157.92,1243.15,1263.17,1155.21,1090.38,1075.26,1086.15,1141.11,1169.89,1148.57,1231.27,1298.77,1340.79,1273.22,1269.87,1263.63,1331.78,1304.14,1334.17,1339.61,1269.38,1272.77,1315.6,1281.7,1360.45
63049,40.64181,-7.93872,369,958.32,968.41,1000.79,997.83,973.54,1015.23,1043.66,944.44,974.38,946.73,1072.91,1072.63,1044.03,1022.98,960.63,1035.04,1081.74,1025.31,1009.62,1032.04,1043.22,1037.92,1148.82,1061.33,1144.84,1063.47,1184.01,1154.15,1122.86,1051.79,1125.02,1042.45,1185.5,1107.41,1143.54,1023.03,1152.67,1108.5,1267.6
58048,39.49263,-7.91118,185,1138.78,1191.53,1223.92,1187.54,1176.94,1134.13,1201.21,1170.1,1171.32,1135.88,1263.46,1247.27,1284.36,1231.56,1156.57,1189.18,1317.7,1153.05,1122.58,1166.6,1189.72,1181.54,1231.8,1202.66,1253.8,1252.95,1323.12,1297.93,1323.12,1307.8,1309.3,1335.26,1375.96,1399.74,1333.49,1250.18,1373.65,1337.87,1455.75
61052,40.35814,-6.95128,792,1012.05,1007.89,1053.45,1066.4,984.27,984.11,1075.33,1064.74,1038.79,978.08,1068.87,1105.45,1086.56,1075.83,986.2,1144.88,1144.14,1029.01,1010.88,985.4,1003.28,997.26,1028.66,1027.56,1054.23,1047.08,1131.21,1129.57,1091.15,1074.79,1260.6,1191.29,1194.68,1211.09,1042.58,1027.13,1177.68,1186.31,1338.65
61050,40.25589,-7.52584,436,1026.59,1050.06,1088.1,1074.65,1040.87,1050.34,1111.46,1081.6,1092.34,1042.19,1155.8,1156.3,1173.93,1206.54,1075.08,1144.02,1227.72,1112.4,1065.53,1088.02,1100.58,1176.75,1249.81,1215.49,1271.79,1295.33,1377.38,1319.8,1252.19,1292.7,1353.32,1329.64,1363.3,1377.95,1341.58,1246.17,1303.09,1282.87,1432.81
56042,38.76616,-9.4058,76,1117.14,1195.57,1186.75,1196.74,1099.79,1140.12,1121.42,1139.28,1153.56,1128.13,1124.21,1160.3,1261.16,1210.59,1125.91,1242.95,1312.01,1172.16,1093.17,1096.42,1089.39,1149.67,1182.47,1156.59,1230.24,1238.6,1292.35,1169.32,1215.36,1211.3,1263.06,1283.86,1337.07,1293.86,1284.73,1136.31,1256.37,1269.15,1366.17
56043,38.79649,-9.20579,58,1117.14,1195.57,1186.75,1196.74,1099.79,1140.24,1121.42,1139.28,1153.56,1128.13,1124.21,1160.3,1261.16,1210.59,1125.99,1243.06,1312.01,1172.16,1093.17,1096.42,1089.7,1151.08,1182.51,1156.59,1230.03,1238.6,1292.33,1170.17,1215.36,1211.3,1263.06,1284.11,1335.86,1293.75,1283.83,1135.45,1259.5,1269.3,1363.8
53046,38.28861,-8.1674,133,1245.43,1326.44,1367.91,1299.06,1243.08,1224.47,1279.32,1268.6,1253.66,1212.78,1283.27,1278.81,1346.02,1368.27,1226.85,1341.51,1437.65,1221.98,1176.68,1185.3,1195.32,1230.89,1266.1,1245.57,1292.65,1322.96,1405.39,1307.23,1273.51,1258.38,1356.09,1324.95,1348.41,1358.86,1354.49,1293.15,1393.99,1326.67,1437.74
55051,38.98739,-6.88476,209,1189.43,1243.33,1248.71,1233.99,1301.34,1194.07,1263.92,1274.97,1247.96,1266.76,1350.8,1346.86,1376.94,1371.47,1280.11,1350.91,1520.21,1283.55,1298.94,1317.12,1370.49,1333.95,1366.19,1362.71,1376.05,1367.06,1423.59,1374.54,1333.29,1330.92,1473.69,1336.18,1377.75,1418,1354.09,1271.92,1375.99,1355.97,1457.82
56051,39.20767,-6.94238,271,1190.76,1242.96,1268.43,1234.37,1274.73,1209.86,1283.78,1285.75,1273.39,1237.67,1354.46,1323.11,1363.12,1356.52,1228.13,1328.38,1420.73,1238.82,1259.21,1221.51,1255.5,1246.67,1307.09,1300.25,1301.34,1323.66,1404.98,1345.55,1288.91,1315.7,1396.56,1310.51,1335.46,1361.34,1308.78,1268.95,1333.69,1297.47,1420.86
57049,39.32556,-7.56712,301,1195.08,1249.94,1296.32,1242.59,1248.85,1187.13,1266.96,1225.24,1242.91,1180.26,1305.41,1274.67,1304.84,1378.11,1204.77,1254.54,1399.79,1232.25,1208.65,1202.35,1236.23,1254.51,1325.22,1293.89,1327.16,1348.74,1448.65,1369.56,1297.02,1297.04,1366.57,1328.81,1358.4,1375.09,1321.84,1253.27,1352.69,1310.7,1462.84
53048,38.39419,-7.60999,198,1272.74,1347.92,1393.52,1311.89,1310.33,1240.96,1322.63,1314.45,1283.05,1259.67,1359.53,1341.33,1384.61,1430.33,1308,1440.1,1555.75,1274.93,1244.37,1262.92,1281.05,1310.61,1362.12,1341.68,1378.17,1380.05,1457.8,1360.62,1321.56,1308.18,1455.01,1374.34,1393.73,1431.26,1391,1331.7,1431.89,1373.83,1535.21
70049,42.17224,-8.4,99,984.27,976.99,866.11,902.23,842.78,905.04,956.42,874.85,961.42,908.86,995.37,970.71,960.47,927.66,911.45,915.78,1005.71,902.26,901.45,891.73,884.93,853.2,875.32,903.46,913.56,947.65,977.66,990.99,942.99,859.33,873.61,1022.47,1010.02,906.26,953.96,882.77,941.17,883.29,946.77
67047,41.42004,-8.70265,31,983.37,991.97,1032.61,992.88,948.5,975.32,998.99,937.17,974.49,963.28,1052.36,1008.91,1006.69,931.4,911.23,869.22,932.09,877.92,888.37,863.25,896.77,922.38,968.7,947.73,975.24,1004.54,1076.78,1072.24,1018.5,883.06,894.99,1078.57,1060.7,1021.39,1058.53,920.85,993.09,931.02,969.22
64047,40.74899,-8.57127,6,1065.77,1086.49,1151.69,1092.01,1038.49,1062.69,1101.53,1015.3,1032.21,1017.25,1159.9,1071.83,1081.03,1000.8,939.51,948.63,1030.02,909.03,889.69,863.59,899.32,937.78,999.49,867.38,931.39,929.45,1010.29,942.92,934.24,902.15,930.57,986.38,978.51,911.61,933.25,897.17,932.82,905.2,961.82
68051,41.84248,-7.67811,894,961.89,951.44,961.39,961.82,881.06,908.74,941.43,965,987.89,923.02,1021.87,1046.74,1030.33,1052.95,951.59,1023.98,1068.87,944.55,896.38,945.02,939.83,963.16,1000.53,986.85,1035.98,1024.86,1097.55,1069.57,995.52,993.54,1086.95,1021.39,1076.79,1015.22,1025.01,975.63,1036.31,970.78,1092
65050,41.13288,-7.777,369,961.44,934.31,950.02,949.3,863.63,911.94,948.12,933.19,938.34,895.95,981.58,996.14,988.82,1036.53,925.51,974.46,1031.49,967.48,920.01,942.91,944.44,967.91,965.89,969.86,1040.11,1018.05,1050.83,1045.83,1018.38,962.33,1062.94,1020.4,1032.4,980.96,1027.34,945.87,1014.98,964.86,1042.34
66054,41.55713,-6.67173,615,1031.02,1017.65,1050.21,1047.56,954.53,982.64,1039.97,1014.97,1006.05,945.15,1066.78,1093.4,1071.23,1062.53,961.28,1064.92,1091.06,954.08,871.32,904.25,905.09,973.27,1018.45,1022.67,1041.89,1045.39,1133.09,1103.68,1039.06,1021.3,1125.07,1075.78,1079.95,1059.89,1062.79,1040.13,1066.31,1025.19,1131.31
